,conformer,molecule_name,xyz,xyz_reduced,atom_index,attached_atom,neighboring_atoms,fragment,netcharge,multiplicity,smiles_orig,smiles_reduced
854,0.xyz,CCO_COCOC,"22

C      0.576400   -0.248720   -0.212460
C      0.990010   -0.798970    1.140980
O      0.942650    0.187740    2.172860
H     -0.438290    0.179830   -0.154420
H      0.576270   -1.052170   -0.968160
H      1.273740    0.541090   -0.538810
H      0.287170   -1.589060    1.468420
H      1.999440   -1.249610    1.082490
H      1.564960    0.903590    1.926540
C      3.759140    2.811080    1.994960
O      2.540970    2.391860    1.397810
C      1.740630    3.475970    1.018200
O      1.264730    4.237310    2.092370
C      0.361660    3.504600    2.907160
H      4.354460    1.906380    2.204100
H      3.593710    3.350280    2.942860
H      4.335080    3.462000    1.315840
H      2.293810    4.179100    0.366250
H      0.909430    3.049430    0.424380
H     -0.496560    3.134520    2.321410
H      0.848420    2.645730    3.399100
H     -0.013200    4.189980    3.685850
","21

C      0.576400   -0.248720   -0.212460
C      0.990010   -0.798970    1.140980
O      0.942650    0.187740    2.172860
H     -0.438290    0.179830   -0.154420
H      0.576270   -1.052170   -0.968160
H      1.273740    0.541090   -0.538810
H      0.287170   -1.589060    1.468420
H      1.564960    0.903590    1.926540
C      3.759140    2.811080    1.994960
O      2.540970    2.391860    1.397810
C      1.740630    3.475970    1.018200
O      1.264730    4.237310    2.092370
C      0.361660    3.504600    2.907160
H      4.354460    1.906380    2.204100
H      3.593710    3.350280    2.942860
H      4.335080    3.462000    1.315840
H      2.293810    4.179100    0.366250
H      0.909430    3.049430    0.424380
H     -0.496560    3.134520    2.321410
H      0.848420    2.645730    3.399100
H     -0.013200    4.189980    3.685850
",7,C,"['C', 'O', 'H', 'H']",<rdkit.Chem.rdchem.Mol object at 0x00000195F9727EB0>,0,,[H]C([H])([H])OC([H])([H])OC([H])([H])[H].[H]OC([H])([H])C([H])([H])[H],[H]C([H])([H])OC([H])([H])OC([H])([H])[H].[H]OC([H])C([H])([H])[H]
855,0.xyz,CCO_COCOC,"22

C      0.576400   -0.248720   -0.212460
C      0.990010   -0.798970    1.140980
O      0.942650    0.187740    2.172860
H     -0.438290    0.179830   -0.154420
H      0.576270   -1.052170   -0.968160
H      1.273740    0.541090   -0.538810
H      0.287170   -1.589060    1.468420
H      1.999440   -1.249610    1.082490
H      1.564960    0.903590    1.926540
C      3.759140    2.811080    1.994960
O      2.540970    2.391860    1.397810
C      1.740630    3.475970    1.018200
O      1.264730    4.237310    2.092370
C      0.361660    3.504600    2.907160
H      4.354460    1.906380    2.204100
H      3.593710    3.350280    2.942860
H      4.335080    3.462000    1.315840
H      2.293810    4.179100    0.366250
H      0.909430    3.049430    0.424380
H     -0.496560    3.134520    2.321410
H      0.848420    2.645730    3.399100
H     -0.013200    4.189980    3.685850
","21

C      0.576400   -0.248720   -0.212460
C      0.990010   -0.798970    1.140980
O      0.942650    0.187740    2.172860
H     -0.438290    0.179830   -0.154420
H      0.576270   -1.052170   -0.968160
H      1.273740    0.541090   -0.538810
H      0.287170   -1.589060    1.468420
H      1.999440   -1.249610    1.082490
H      1.564960    0.903590    1.926540
C      3.759140    2.811080    1.994960
O      2.540970    2.391860    1.397810
C      1.740630    3.475970    1.018200
O      1.264730    4.237310    2.092370
C      0.361660    3.504600    2.907160
H      4.354460    1.906380    2.204100
H      3.593710    3.350280    2.942860
H      4.335080    3.462000    1.315840
H      2.293810    4.179100    0.366250
H      0.909430    3.049430    0.424380
H      0.848420    2.645730    3.399100
H     -0.013200    4.189980    3.685850
",19,C,"['O', 'H', 'H', 'H']",<rdkit.Chem.rdchem.Mol object at 0x00000195F9727F90>,0,,[H]C([H])([H])OC([H])([H])OC([H])([H])[H].[H]OC([H])([H])C([H])([H])[H],[H]C([H])OC([H])([H])OC([H])([H])[H].[H]OC([H])([H])C([H])([H])[H]
856,0.xyz,CCO_COCOC,"22

C      0.576400   -0.248720   -0.212460
C      0.990010   -0.798970    1.140980
O      0.942650    0.187740    2.172860
H     -0.438290    0.179830   -0.154420
H      0.576270   -1.052170   -0.968160
H      1.273740    0.541090   -0.538810
H      0.287170   -1.589060    1.468420
H      1.999440   -1.249610    1.082490
H      1.564960    0.903590    1.926540
C      3.759140    2.811080    1.994960
O      2.540970    2.391860    1.397810
C      1.740630    3.475970    1.018200
O      1.264730    4.237310    2.092370
C      0.361660    3.504600    2.907160
H      4.354460    1.906380    2.204100
H      3.593710    3.350280    2.942860
H      4.335080    3.462000    1.315840
H      2.293810    4.179100    0.366250
H      0.909430    3.049430    0.424380
H     -0.496560    3.134520    2.321410
H      0.848420    2.645730    3.399100
H     -0.013200    4.189980    3.685850
","21

C      0.576400   -0.248720   -0.212460
C      0.990010   -0.798970    1.140980
O      0.942650    0.187740    2.172860
H     -0.438290    0.179830   -0.154420
H      0.576270   -1.052170   -0.968160
H      1.273740    0.541090   -0.538810
H      0.287170   -1.589060    1.468420
H      1.999440   -1.249610    1.082490
H      1.564960    0.903590    1.926540
C      3.759140    2.811080    1.994960
O      2.540970    2.391860    1.397810
C      1.740630    3.475970    1.018200
O      1.264730    4.237310    2.092370
C      0.361660    3.504600    2.907160
H      4.354460    1.906380    2.204100
H      3.593710    3.350280    2.942860
H      4.335080    3.462000    1.315840
H      0.909430    3.049430    0.424380
H     -0.496560    3.134520    2.321410
H      0.848420    2.645730    3.399100
H     -0.013200    4.189980    3.685850
",17,C,"['O', 'O', 'H', 'H']",<rdkit.Chem.rdchem.Mol object at 0x00000195F9727EB0>,0,,[H]C([H])([H])OC([H])([H])OC([H])([H])[H].[H]OC([H])([H])C([H])([H])[H],[H]C(OC([H])([H])[H])OC([H])([H])[H].[H]OC([H])([H])C([H])([H])[H]
857,0.xyz,CCO_COCOC,"22

C      0.576400   -0.248720   -0.212460
C      0.990010   -0.798970    1.140980
O      0.942650    0.187740    2.172860
H     -0.438290    0.179830   -0.154420
H      0.576270   -1.052170   -0.968160
H      1.273740    0.541090   -0.538810
H      0.287170   -1.589060    1.468420
H      1.999440   -1.249610    1.082490
H      1.564960    0.903590    1.926540
C      3.759140    2.811080    1.994960
O      2.540970    2.391860    1.397810
C      1.740630    3.475970    1.018200
O      1.264730    4.237310    2.092370
C      0.361660    3.504600    2.907160
H      4.354460    1.906380    2.204100
H      3.593710    3.350280    2.942860
H      4.335080    3.462000    1.315840
H      2.293810    4.179100    0.366250
H      0.909430    3.049430    0.424380
H     -0.496560    3.134520    2.321410
H      0.848420    2.645730    3.399100
H     -0.013200    4.189980    3.685850
","21

C      0.576400   -0.248720   -0.212460
C      0.990010   -0.798970    1.140980
O      0.942650    0.187740    2.172860
H     -0.438290    0.179830   -0.154420
H      0.576270   -1.052170   -0.968160
H      1.273740    0.541090   -0.538810
H      0.287170   -1.589060    1.468420
H      1.999440   -1.249610    1.082490
C      3.759140    2.811080    1.994960
O      2.540970    2.391860    1.397810
C      1.740630    3.475970    1.018200
O      1.264730    4.237310    2.092370
C      0.361660    3.504600    2.907160
H      4.354460    1.906380    2.204100
H      3.593710    3.350280    2.942860
H      4.335080    3.462000    1.315840
H      2.293810    4.179100    0.366250
H      0.909430    3.049430    0.424380
H     -0.496560    3.134520    2.321410
H      0.848420    2.645730    3.399100
H     -0.013200    4.189980    3.685850
",8,O,"['C', 'H']",<rdkit.Chem.rdchem.Mol object at 0x00000195F9727F90>,0,,[H]C([H])([H])OC([H])([H])OC([H])([H])[H].[H]OC([H])([H])C([H])([H])[H],[H]C([H])([H])C([H])([H])O.[H]C([H])([H])OC([H])([H])OC([H])([H])[H]
858,9.xyz,CCO_COCOC,"22

C      0.144190   -1.037740   -0.186970
C      0.557800   -1.587990    1.166480
O      0.510440   -0.601280    2.198360
H     -0.870490   -0.609190   -0.128930
H      0.144070   -1.841190   -0.942670
H      0.841540   -0.247920   -0.513310
H     -0.145040   -2.378080    1.493920
H      1.567240   -2.038620    1.107990
H      1.132760    0.114580    1.952030
C      3.759140    2.811080    1.994960
O      2.540970    2.391860    1.397810
C      1.740630    3.475970    1.018200
O      1.264730    4.237310    2.092370
C      0.361660    3.504600    2.907160
H      4.354460    1.906380    2.204100
H      3.593710    3.350280    2.942860
H      4.335080    3.462000    1.315840
H      2.293810    4.179100    0.366250
H      0.909430    3.049430    0.424380
H     -0.496560    3.134520    2.321410
H      0.848420    2.645730    3.399100
H     -0.013200    4.189980    3.685850
","21

C      0.144190   -1.037740   -0.186970
C      0.557800   -1.587990    1.166480
O      0.510440   -0.601280    2.198360
H     -0.870490   -0.609190   -0.128930
H      0.144070   -1.841190   -0.942670
H     -0.145040   -2.378080    1.493920
H      1.567240   -2.038620    1.107990
H      1.132760    0.114580    1.952030
C      3.759140    2.811080    1.994960
O      2.540970    2.391860    1.397810
C      1.740630    3.475970    1.018200
O      1.264730    4.237310    2.092370
C      0.361660    3.504600    2.907160
H      4.354460    1.906380    2.204100
H      3.593710    3.350280    2.942860
H      4.335080    3.462000    1.315840
H      2.293810    4.179100    0.366250
H      0.909430    3.049430    0.424380
H     -0.496560    3.134520    2.321410
H      0.848420    2.645730    3.399100
H     -0.013200    4.189980    3.685850
",5,C,"['C', 'H', 'H', 'H']",<rdkit.Chem.rdchem.Mol object at 0x00000195F9727EB0>,0,,[H]C([H])([H])OC([H])([H])OC([H])([H])[H].[H]OC([H])([H])C([H])([H])[H],[H]C([H])([H])OC([H])([H])OC([H])([H])[H].[H]OC([H])([H])C([H])[H]
859,9.xyz,CCO_COCOC,"22

C      0.144190   -1.037740   -0.186970
C      0.557800   -1.587990    1.166480
O      0.510440   -0.601280    2.198360
H     -0.870490   -0.609190   -0.128930
H      0.144070   -1.841190   -0.942670
H      0.841540   -0.247920   -0.513310
H     -0.145040   -2.378080    1.493920
H      1.567240   -2.038620    1.107990
H      1.132760    0.114580    1.952030
C      3.759140    2.811080    1.994960
O      2.540970    2.391860    1.397810
C      1.740630    3.475970    1.018200
O      1.264730    4.237310    2.092370
C      0.361660    3.504600    2.907160
H      4.354460    1.906380    2.204100
H      3.593710    3.350280    2.942860
H      4.335080    3.462000    1.315840
H      2.293810    4.179100    0.366250
H      0.909430    3.049430    0.424380
H     -0.496560    3.134520    2.321410
H      0.848420    2.645730    3.399100
H     -0.013200    4.189980    3.685850
","21

C      0.144190   -1.037740   -0.186970
C      0.557800   -1.587990    1.166480
O      0.510440   -0.601280    2.198360
H     -0.870490   -0.609190   -0.128930
H      0.144070   -1.841190   -0.942670
H      0.841540   -0.247920   -0.513310
H      1.567240   -2.038620    1.107990
H      1.132760    0.114580    1.952030
C      3.759140    2.811080    1.994960
O      2.540970    2.391860    1.397810
C      1.740630    3.475970    1.018200
O      1.264730    4.237310    2.092370
C      0.361660    3.504600    2.907160
H      4.354460    1.906380    2.204100
H      3.593710    3.350280    2.942860
H      4.335080    3.462000    1.315840
H      2.293810    4.179100    0.366250
H      0.909430    3.049430    0.424380
H     -0.496560    3.134520    2.321410
H      0.848420    2.645730    3.399100
H     -0.013200    4.189980    3.685850
",6,C,"['C', 'O', 'H', 'H']",<rdkit.Chem.rdchem.Mol object at 0x00000195F9727F90>,0,,[H]C([H])([H])OC([H])([H])OC([H])([H])[H].[H]OC([H])([H])C([H])([H])[H],[H]C([H])([H])OC([H])([H])OC([H])([H])[H].[H]OC([H])C([H])([H])[H]
860,9.xyz,CCO_COCOC,"22

C      0.144190   -1.037740   -0.186970
C      0.557800   -1.587990    1.166480
O      0.510440   -0.601280    2.198360
H     -0.870490   -0.609190   -0.128930
H      0.144070   -1.841190   -0.942670
H      0.841540   -0.247920   -0.513310
H     -0.145040   -2.378080    1.493920
H      1.567240   -2.038620    1.107990
H      1.132760    0.114580    1.952030
C      3.759140    2.811080    1.994960
O      2.540970    2.391860    1.397810
C      1.740630    3.475970    1.018200
O      1.264730    4.237310    2.092370
C      0.361660    3.504600    2.907160
H      4.354460    1.906380    2.204100
H      3.593710    3.350280    2.942860
H      4.335080    3.462000    1.315840
H      2.293810    4.179100    0.366250
H      0.909430    3.049430    0.424380
H     -0.496560    3.134520    2.321410
H      0.848420    2.645730    3.399100
H     -0.013200    4.189980    3.685850
","21

C      0.144190   -1.037740   -0.186970
C      0.557800   -1.587990    1.166480
O      0.510440   -0.601280    2.198360
H     -0.870490   -0.609190   -0.128930
H      0.144070   -1.841190   -0.942670
H      0.841540   -0.247920   -0.513310
H     -0.145040   -2.378080    1.493920
H      1.567240   -2.038620    1.107990
H      1.132760    0.114580    1.952030
C      3.759140    2.811080    1.994960
O      2.540970    2.391860    1.397810
C      1.740630    3.475970    1.018200
O      1.264730    4.237310    2.092370
C      0.361660    3.504600    2.907160
H      4.354460    1.906380    2.204100
H      4.335080    3.462000    1.315840
H      2.293810    4.179100    0.366250
H      0.909430    3.049430    0.424380
H     -0.496560    3.134520    2.321410
H      0.848420    2.645730    3.399100
H     -0.013200    4.189980    3.685850
",15,C,"['O', 'H', 'H', 'H']",<rdkit.Chem.rdchem.Mol object at 0x00000195F9727F90>,0,,[H]C([H])([H])OC([H])([H])OC([H])([H])[H].[H]OC([H])([H])C([H])([H])[H],[H]C([H])OC([H])([H])OC([H])([H])[H].[H]OC([H])([H])C([H])([H])[H]
861,9.xyz,CCO_COCOC,"22

C      0.144190   -1.037740   -0.186970
C      0.557800   -1.587990    1.166480
O      0.510440   -0.601280    2.198360
H     -0.870490   -0.609190   -0.128930
H      0.144070   -1.841190   -0.942670
H      0.841540   -0.247920   -0.513310
H     -0.145040   -2.378080    1.493920
H      1.567240   -2.038620    1.107990
H      1.132760    0.114580    1.952030
C      3.759140    2.811080    1.994960
O      2.540970    2.391860    1.397810
C      1.740630    3.475970    1.018200
O      1.264730    4.237310    2.092370
C      0.361660    3.504600    2.907160
H      4.354460    1.906380    2.204100
H      3.593710    3.350280    2.942860
H      4.335080    3.462000    1.315840
H      2.293810    4.179100    0.366250
H      0.909430    3.049430    0.424380
H     -0.496560    3.134520    2.321410
H      0.848420    2.645730    3.399100
H     -0.013200    4.189980    3.685850
","21

C      0.144190   -1.037740   -0.186970
C      0.557800   -1.587990    1.166480
O      0.510440   -0.601280    2.198360
H     -0.870490   -0.609190   -0.128930
H      0.144070   -1.841190   -0.942670
H      0.841540   -0.247920   -0.513310
H     -0.145040   -2.378080    1.493920
H      1.567240   -2.038620    1.107990
H      1.132760    0.114580    1.952030
C      3.759140    2.811080    1.994960
O      2.540970    2.391860    1.397810
C      1.740630    3.475970    1.018200
O      1.264730    4.237310    2.092370
C      0.361660    3.504600    2.907160
H      4.354460    1.906380    2.204100
H      3.593710    3.350280    2.942860
H      4.335080    3.462000    1.315840
H      2.293810    4.179100    0.366250
H     -0.496560    3.134520    2.321410
H      0.848420    2.645730    3.399100
H     -0.013200    4.189980    3.685850
",18,C,"['O', 'O', 'H', 'H']",<rdkit.Chem.rdchem.Mol object at 0x00000195F9727F90>,0,,[H]C([H])([H])OC([H])([H])OC([H])([H])[H].[H]OC([H])([H])C([H])([H])[H],[H]C(OC([H])([H])[H])OC([H])([H])[H].[H]OC([H])([H])C([H])([H])[H]
862,9.xyz,CCO_COCOC,"22

C      0.144190   -1.037740   -0.186970
C      0.557800   -1.587990    1.166480
O      0.510440   -0.601280    2.198360
H     -0.870490   -0.609190   -0.128930
H      0.144070   -1.841190   -0.942670
H      0.841540   -0.247920   -0.513310
H     -0.145040   -2.378080    1.493920
H      1.567240   -2.038620    1.107990
H      1.132760    0.114580    1.952030
C      3.759140    2.811080    1.994960
O      2.540970    2.391860    1.397810
C      1.740630    3.475970    1.018200
O      1.264730    4.237310    2.092370
C      0.361660    3.504600    2.907160
H      4.354460    1.906380    2.204100
H      3.593710    3.350280    2.942860
H      4.335080    3.462000    1.315840
H      2.293810    4.179100    0.366250
H      0.909430    3.049430    0.424380
H     -0.496560    3.134520    2.321410
H      0.848420    2.645730    3.399100
H     -0.013200    4.189980    3.685850
","21

C      0.144190   -1.037740   -0.186970
C      0.557800   -1.587990    1.166480
O      0.510440   -0.601280    2.198360
H     -0.870490   -0.609190   -0.128930
H      0.144070   -1.841190   -0.942670
H      0.841540   -0.247920   -0.513310
H     -0.145040   -2.378080    1.493920
H      1.567240   -2.038620    1.107990
C      3.759140    2.811080    1.994960
O      2.540970    2.391860    1.397810
C      1.740630    3.475970    1.018200
O      1.264730    4.237310    2.092370
C      0.361660    3.504600    2.907160
H      4.354460    1.906380    2.204100
H      3.593710    3.350280    2.942860
H      4.335080    3.462000    1.315840
H      2.293810    4.179100    0.366250
H      0.909430    3.049430    0.424380
H     -0.496560    3.134520    2.321410
H      0.848420    2.645730    3.399100
H     -0.013200    4.189980    3.685850
",8,O,"['C', 'H']",<rdkit.Chem.rdchem.Mol object at 0x00000195F9727EB0>,0,,[H]C([H])([H])OC([H])([H])OC([H])([H])[H].[H]OC([H])([H])C([H])([H])[H],[H]C([H])([H])C([H])([H])O.[H]C([H])([H])OC([H])([H])OC([H])([H])[H]
863,-4.xyz,CCO_O=CN(C)C,"21

C      0.918020    2.487070    0.137820
C     -0.373760    2.452140    0.935150
O     -0.157450    2.173880    2.319500
H      1.607410    3.235260    0.563910
H      0.712350    2.755800   -0.911990
H      1.412370    1.501270    0.158260
H     -0.866750    3.443130    0.916350
H     -1.077500    1.717790    0.498190
H      0.268280    1.293350    2.381320
O      1.141160    0.104030    2.297240
C      2.331840   -0.169260    2.354800
N      3.329320    0.692870    2.687810
C      4.712380    0.277270    2.730360
C      3.031400    2.069410    3.015510
H      2.725030   -1.190410    2.130430
H      5.318720    0.864210    2.020110
H      5.129620    0.410160    3.742720
H      4.784580   -0.788940    2.457250
H      1.942650    2.228170    2.937990
H      3.349550    2.309160    4.044050
H      3.538010    2.760050    2.320540
","20

C      0.918020    2.487070    0.137820
C     -0.373760    2.452140    0.935150
O     -0.157450    2.173880    2.319500
H      0.712350    2.755800   -0.911990
H      1.412370    1.501270    0.158260
H     -0.866750    3.443130    0.916350
H     -1.077500    1.717790    0.498190
H      0.268280    1.293350    2.381320
O      1.141160    0.104030    2.297240
C      2.331840   -0.169260    2.354800
N      3.329320    0.692870    2.687810
C      4.712380    0.277270    2.730360
C      3.031400    2.069410    3.015510
H      2.725030   -1.190410    2.130430
H      5.318720    0.864210    2.020110
H      5.129620    0.410160    3.742720
H      4.784580   -0.788940    2.457250
H      1.942650    2.228170    2.937990
H      3.349550    2.309160    4.044050
H      3.538010    2.760050    2.320540
",3,C,"['C', 'H', 'H', 'H']",<rdkit.Chem.rdchem.Mol object at 0x00000195F970A580>,0,,[H]C(O)N(C([H])([H])[H])C([H])([H])[H].[H]OC([H])([H])C([H])([H])[H],[H]C(O)N(C([H])([H])[H])C([H])([H])[H].[H]OC([H])([H])C([H])[H]
864,-4.xyz,CCO_O=CN(C)C,"21

C      0.918020    2.487070    0.137820
C     -0.373760    2.452140    0.935150
O     -0.157450    2.173880    2.319500
H      1.607410    3.235260    0.563910
H      0.712350    2.755800   -0.911990
H      1.412370    1.501270    0.158260
H     -0.866750    3.443130    0.916350
H     -1.077500    1.717790    0.498190
H      0.268280    1.293350    2.381320
O      1.141160    0.104030    2.297240
C      2.331840   -0.169260    2.354800
N      3.329320    0.692870    2.687810
C      4.712380    0.277270    2.730360
C      3.031400    2.069410    3.015510
H      2.725030   -1.190410    2.130430
H      5.318720    0.864210    2.020110
H      5.129620    0.410160    3.742720
H      4.784580   -0.788940    2.457250
H      1.942650    2.228170    2.937990
H      3.349550    2.309160    4.044050
H      3.538010    2.760050    2.320540
","20

C      0.918020    2.487070    0.137820
C     -0.373760    2.452140    0.935150
O     -0.157450    2.173880    2.319500
H      1.607410    3.235260    0.563910
H      0.712350    2.755800   -0.911990
H      1.412370    1.501270    0.158260
H     -0.866750    3.443130    0.916350
H      0.268280    1.293350    2.381320
O      1.141160    0.104030    2.297240
C      2.331840   -0.169260    2.354800
N      3.329320    0.692870    2.687810
C      4.712380    0.277270    2.730360
C      3.031400    2.069410    3.015510
H      2.725030   -1.190410    2.130430
H      5.318720    0.864210    2.020110
H      5.129620    0.410160    3.742720
H      4.784580   -0.788940    2.457250
H      1.942650    2.228170    2.937990
H      3.349550    2.309160    4.044050
H      3.538010    2.760050    2.320540
",7,C,"['C', 'O', 'H', 'H']",<rdkit.Chem.rdchem.Mol object at 0x00000195F972CC10>,0,,[H]C(O)N(C([H])([H])[H])C([H])([H])[H].[H]OC([H])([H])C([H])([H])[H],[H]C(O)N(C([H])([H])[H])C([H])([H])[H].[H]OC([H])C([H])([H])[H]
865,-4.xyz,CCO_O=CN(C)C,"21

C      0.918020    2.487070    0.137820
C     -0.373760    2.452140    0.935150
O     -0.157450    2.173880    2.319500
H      1.607410    3.235260    0.563910
H      0.712350    2.755800   -0.911990
H      1.412370    1.501270    0.158260
H     -0.866750    3.443130    0.916350
H     -1.077500    1.717790    0.498190
H      0.268280    1.293350    2.381320
O      1.141160    0.104030    2.297240
C      2.331840   -0.169260    2.354800
N      3.329320    0.692870    2.687810
C      4.712380    0.277270    2.730360
C      3.031400    2.069410    3.015510
H      2.725030   -1.190410    2.130430
H      5.318720    0.864210    2.020110
H      5.129620    0.410160    3.742720
H      4.784580   -0.788940    2.457250
H      1.942650    2.228170    2.937990
H      3.349550    2.309160    4.044050
H      3.538010    2.760050    2.320540
","20

C      0.918020    2.487070    0.137820
C     -0.373760    2.452140    0.935150
O     -0.157450    2.173880    2.319500
H      1.607410    3.235260    0.563910
H      0.712350    2.755800   -0.911990
H      1.412370    1.501270    0.158260
H     -0.866750    3.443130    0.916350
H     -1.077500    1.717790    0.498190
H      0.268280    1.293350    2.381320
O      1.141160    0.104030    2.297240
C      2.331840   -0.169260    2.354800
N      3.329320    0.692870    2.687810
C      4.712380    0.277270    2.730360
C      3.031400    2.069410    3.015510
H      2.725030   -1.190410    2.130430
H      5.318720    0.864210    2.020110
H      5.129620    0.410160    3.742720
H      4.784580   -0.788940    2.457250
H      3.349550    2.309160    4.044050
H      3.538010    2.760050    2.320540
",18,C,"['N', 'H', 'H', 'H']",<rdkit.Chem.rdchem.Mol object at 0x00000195F972F190>,0,,[H]C(O)N(C([H])([H])[H])C([H])([H])[H].[H]OC([H])([H])C([H])([H])[H],[H]C([H])N(C([H])O)C([H])([H])[H].[H]OC([H])([H])C([H])([H])[H]
866,-4.xyz,CCO_O=CN(C)C,"21

C      0.918020    2.487070    0.137820
C     -0.373760    2.452140    0.935150
O     -0.157450    2.173880    2.319500
H      1.607410    3.235260    0.563910
H      0.712350    2.755800   -0.911990
H      1.412370    1.501270    0.158260
H     -0.866750    3.443130    0.916350
H     -1.077500    1.717790    0.498190
H      0.268280    1.293350    2.381320
O      1.141160    0.104030    2.297240
C      2.331840   -0.169260    2.354800
N      3.329320    0.692870    2.687810
C      4.712380    0.277270    2.730360
C      3.031400    2.069410    3.015510
H      2.725030   -1.190410    2.130430
H      5.318720    0.864210    2.020110
H      5.129620    0.410160    3.742720
H      4.784580   -0.788940    2.457250
H      1.942650    2.228170    2.937990
H      3.349550    2.309160    4.044050
H      3.538010    2.760050    2.320540
","20

C      0.918020    2.487070    0.137820
C     -0.373760    2.452140    0.935150
O     -0.157450    2.173880    2.319500
H      1.607410    3.235260    0.563910
H      0.712350    2.755800   -0.911990
H      1.412370    1.501270    0.158260
H     -0.866750    3.443130    0.916350
H     -1.077500    1.717790    0.498190
H      0.268280    1.293350    2.381320
O      1.141160    0.104030    2.297240
C      2.331840   -0.169260    2.354800
N      3.329320    0.692870    2.687810
C      4.712380    0.277270    2.730360
C      3.031400    2.069410    3.015510
H      5.318720    0.864210    2.020110
H      5.129620    0.410160    3.742720
H      4.784580   -0.788940    2.457250
H      1.942650    2.228170    2.937990
H      3.349550    2.309160    4.044050
H      3.538010    2.760050    2.320540
",14,C,"['O', 'N', 'H']",<rdkit.Chem.rdchem.Mol object at 0x00000195F972CEB0>,0,,[H]C(O)N(C([H])([H])[H])C([H])([H])[H].[H]OC([H])([H])C([H])([H])[H],[H]C([H])([H])N(CO)C([H])([H])[H].[H]OC([H])([H])C([H])([H])[H]
867,-4.xyz,CCO_O=CN(C)C,"21

C      0.918020    2.487070    0.137820
C     -0.373760    2.452140    0.935150
O     -0.157450    2.173880    2.319500
H      1.607410    3.235260    0.563910
H      0.712350    2.755800   -0.911990
H      1.412370    1.501270    0.158260
H     -0.866750    3.443130    0.916350
H     -1.077500    1.717790    0.498190
H      0.268280    1.293350    2.381320
O      1.141160    0.104030    2.297240
C      2.331840   -0.169260    2.354800
N      3.329320    0.692870    2.687810
C      4.712380    0.277270    2.730360
C      3.031400    2.069410    3.015510
H      2.725030   -1.190410    2.130430
H      5.318720    0.864210    2.020110
H      5.129620    0.410160    3.742720
H      4.784580   -0.788940    2.457250
H      1.942650    2.228170    2.937990
H      3.349550    2.309160    4.044050
H      3.538010    2.760050    2.320540
","20

C      0.918020    2.487070    0.137820
C     -0.373760    2.452140    0.935150
O     -0.157450    2.173880    2.319500
H      1.607410    3.235260    0.563910
H      0.712350    2.755800   -0.911990
H      1.412370    1.501270    0.158260
H     -0.866750    3.443130    0.916350
H     -1.077500    1.717790    0.498190
O      1.141160    0.104030    2.297240
C      2.331840   -0.169260    2.354800
N      3.329320    0.692870    2.687810
C      4.712380    0.277270    2.730360
C      3.031400    2.069410    3.015510
H      2.725030   -1.190410    2.130430
H      5.318720    0.864210    2.020110
H      5.129620    0.410160    3.742720
H      4.784580   -0.788940    2.457250
H      1.942650    2.228170    2.937990
H      3.349550    2.309160    4.044050
H      3.538010    2.760050    2.320540
",8,O,"['C', 'H']",<rdkit.Chem.rdchem.Mol object at 0x00000195F972CAC0>,0,,[H]C(O)N(C([H])([H])[H])C([H])([H])[H].[H]OC([H])([H])C([H])([H])[H],[H]C(O)N(C([H])([H])[H])C([H])([H])[H].[H]C([H])([H])C([H])([H])O
868,-7.xyz,CCO_O=CN(C)C,"21

C      1.092420    2.251360    0.201250
C     -0.199360    2.216430    0.998590
O      0.016950    1.938170    2.382930
H      1.781810    2.999540    0.627350
H      0.886750    2.520080   -0.848550
H      1.586770    1.265550    0.221700
H     -0.692350    3.207420    0.979780
H     -0.903100    1.482080    0.561620
H      0.442680    1.057640    2.444750
O      1.141160    0.104030    2.297240
C      2.331840   -0.169260    2.354800
N      3.329320    0.692870    2.687810
C      4.712380    0.277270    2.730360
C      3.031400    2.069410    3.015510
H      2.725030   -1.190410    2.130430
H      5.318720    0.864210    2.020110
H      5.129620    0.410160    3.742720
H      4.784580   -0.788940    2.457250
H      1.942650    2.228170    2.937990
H      3.349550    2.309160    4.044050
H      3.538010    2.760050    2.320540
","20

C      1.092420    2.251360    0.201250
C     -0.199360    2.216430    0.998590
O      0.016950    1.938170    2.382930
H      1.781810    2.999540    0.627350
H      1.586770    1.265550    0.221700
H     -0.692350    3.207420    0.979780
H     -0.903100    1.482080    0.561620
H      0.442680    1.057640    2.444750
O      1.141160    0.104030    2.297240
C      2.331840   -0.169260    2.354800
N      3.329320    0.692870    2.687810
C      4.712380    0.277270    2.730360
C      3.031400    2.069410    3.015510
H      2.725030   -1.190410    2.130430
H      5.318720    0.864210    2.020110
H      5.129620    0.410160    3.742720
H      4.784580   -0.788940    2.457250
H      1.942650    2.228170    2.937990
H      3.349550    2.309160    4.044050
H      3.538010    2.760050    2.320540
",4,C,"['C', 'H', 'H', 'H']",<rdkit.Chem.rdchem.Mol object at 0x00000195F9727F90>,0,,[H]C(O)N(C([H])([H])[H])C([H])([H])[H].[H]OC([H])([H])C([H])([H])[H],[H]C(O)N(C([H])([H])[H])C([H])([H])[H].[H]OC([H])([H])C([H])[H]
